"id","totaldeclared","requestedbudget","overspentamount","overspent","project_number","budgetnumber"
travel permit 60325,"0.0","2391.488331622859",-1150.7493158485283,false,UNKNOWN,budget 774
travel permit 73544,"0.0","945.8617589044895",-534.2760529520917,false,UNKNOWN,budget 529
travel permit 25041,"0.0","2071.277469878772",-1143.1217996530784,false,project 15985,budget 4444
travel permit 55370,"0.0","1195.5541558749603",-441.9889594747717,false,UNKNOWN,budget 10960
travel permit 62912,"0.0","1820.550017106184",-1905.520136692462,false,UNKNOWN,budget 1136
travel permit 70094,"243.35589789856144","413.71238185451153",-383.85002452041135,false,UNKNOWN,budget 5757
travel permit 51194,"1141.4902422709672","2433.812544924164",-664.8799033732826,false,UNKNOWN,budget 922
travel permit 77015,"561.5938799628029","808.182047582644",-177.99402537276455,false,UNKNOWN,budget 529
travel permit 33426,"586.3318251182518","674.0486514471324",-1125.5859124532865,false,UNKNOWN,budget 980
travel permit 31462,"0.0","0.0","0.0",false,UNKNOWN,budget 1027
travel permit 53476,"0.0","632.5976967198916",-528.5901509053136,false,project 9944,budget 2365
travel permit 15147,"3857.969948874852","4517.728486962775",-70.43821139596366,false,UNKNOWN,budget 475
travel permit 15424,"0.0","2049.1658272419404",-3612.734236458774,false,UNKNOWN,budget 488
travel permit 73421,"657.8453121965888","1059.1427208889622",-401.29740869237344,false,project 36846,budget 922
travel permit 39490,"0.0","0.0","0.0",false,project 830,budget 829
travel permit 36449,"414.9109637532592","677.8360963401592",-70.93325609833238,false,project 7212,budget 722
travel permit 23277,"336.5289288315266","287.10242187627654","73.2390781754562",true,project 3352,budget 3351
travel permit 70789,"1238.4641493885808","1914.4485218174757",-139.7639792413445,false,project 13670,budget 13669
travel permit 24214,"580.3755693193457","582.3447732033962","2.8874406433798185",true,UNKNOWN,budget 1812
travel permit 9965,"337.87358692657676","248.40485896931693",-6.069585393890634,false,project 9967,budget 592
travel permit 74577,"3943.051673281298","3114.267276178334","419.565946454371",true,UNKNOWN,budget 698
travel permit 37628,"458.347076088902","535.4521916926425",-77.1051156037405,false,UNKNOWN,budget 8795
travel permit 49139,"197.807781395506","729.8915032516231",-306.51800686499087,false,project 15646,budget 635
travel permit 21859,"3259.9118377176114","4454.523254812644",-1930.8696010820127,false,UNKNOWN,budget 922
travel permit 76137,"605.0159016341348","861.0283230087308","182.81496723472128",true,project 71000,budget 698
travel permit 6170,"1241.6929957487778","2619.7776597329516",-1221.9092870021605,false,project 2642,budget 899
travel permit 25667,"1844.5127598422894","1806.2490880125933","378.9437676299942",true,UNKNOWN,budget 1812
travel permit 21879,"1482.1006771790937","1121.3404680985136",-176.39490595145753,false,project 21881,budget 456
travel permit 15383,"0.0","2429.6233070832614",-3938.782115806816,false,UNKNOWN,budget 12279
travel permit 49803,"61.2268213771856","322.24642830097685",-261.01960692379123,false,project 647,budget 635
travel permit 84637,"801.3161361959073","368.7037436484236","432.61239254748375",true,project 55557,budget 698
travel permit 3970,"285.48437303988493","544.8333381102958",-129.98145051088318,false,UNKNOWN,budget 3594
travel permit 23320,"1907.9355658776956","1046.0442790626153","430.0613862667774",true,UNKNOWN,budget 6198
travel permit 81739,"87.51485257108736","1008.4031855193062",-341.71603598265233,false,project 3442,budget 2351
travel permit 51976,"1354.4658386393146","2569.2594524106917",-1690.0672195552127,false,project 51978,budget 761
travel permit 5183,"0.0","0.0","0.0",false,UNKNOWN,budget 3678
travel permit 82260,"0.0","435.03505384770807",-374.1363252332555,false,UNKNOWN,budget 698
travel permit 60637,"400.90226189672876","461.91305895484544",-358.3823250288939,false,project 6406,budget 6405
travel permit 3958,"179.61122297923433","719.741308296928",-636.8034269263763,false,project 3961,budget 3960
travel permit 42771,"62.59476522455837","108.30574417469536",-53.860611937410695,false,project 24368,budget 1939
travel permit 71351,"1597.0045602806345","1838.9097934016224","453.9542615112641",true,project 13179,budget 5223
travel permit 52819,"102.97503311638786","105.36773857684278","17.162505519397982",true,UNKNOWN,budget 6198
travel permit 59714,"1176.2534096576092","449.7688465134607","185.11906056195016",true,project 34895,budget 16903
travel permit 10508,"0.0","41.73465480402988",-62.82391448504765,false,UNKNOWN,budget 698
travel permit 14459,"315.48698778884085","267.94787454202765",-197.03699959375257,false,project 12975,budget 1313
travel permit 77890,"1714.8144734505863","1767.0326850574015","321.1713845731242",true,UNKNOWN,budget 899
travel permit 61272,"1745.3161398509892","1735.400729683118","96.41160487196385",true,project 12475,budget 1969
travel permit 4286,"0.0","56.37615127467526",-67.72507812846213,false,project 4288,budget 864
travel permit 57977,"1221.788872858215","1272.4781894332207",-195.59961073600198,false,UNKNOWN,budget 1313
travel permit 50349,"366.3991784204543","896.7787447884003",-345.0555369590686,false,project 7951,budget 659
travel permit 83183,"848.6586278818647","2236.920497166112",-644.3572442472587,false,project 3442,budget 2351
travel permit 40566,"1934.9891573895657","1105.1614508149087","39.26697275424158",true,project 37454,budget 456
travel permit 38140,"376.9043109477632","495.49149416406283","12.022466058939813",true,project 12097,budget 3832
travel permit 5511,"215.9618899414876","0.0","215.9618899414876",true,project 5513,budget 1136
travel permit 56188,"0.0","0.0","0.0",false,project 56190,budget 24171
travel permit 68396,"318.50642236159604","288.49001432502536",-121.41957537541509,false,project 24172,budget 24171
travel permit 10066,"71.19583091102062","64.87850330200695",-18.925474039638388,false,project 10068,budget 994
travel permit 83123,"0.0","2160.863968969942",-919.7804754722994,false,project 3442,budget 2351
travel permit 83325,"27.613502042064816","62.7781970650535",-34.65866740797088,false,UNKNOWN,budget 440
travel permit 57938,"487.5173333405397","485.9694616579986",-104.6089824576867,false,project 13600,budget 4164
travel permit 1620,"319.4519905383922","636.6095321743808",-135.4638187726094,false,project 1623,budget 1622
travel permit 26491,"0.0","2338.371273037389",-2664.843089644449,false,project 26493,budget 1812
travel permit 39539,"1117.3612754558787","869.8567715168372","211.02706897229666",true,project 25400,budget 3136
travel permit 75183,"694.8932785552678","1992.2334710725338",-101.76261401436977,false,project 636,budget 635
travel permit 54245,"2285.356005768764","1434.5520645737204",-521.4109356572098,false,UNKNOWN,budget 1027
travel permit 53598,"0.0","0.0","0.0",false,project 32915,budget 7099
travel permit 6607,"0.0","0.0","0.0",false,project 6596,budget 2976
travel permit 40515,"389.20804013794515","1389.6739827986505",-784.2835381674172,false,project 4744,budget 565
travel permit 44715,"1168.1203616351083","952.4408143043553",-396.67638422536925,false,project 25103,budget 4444
travel permit 15818,"897.3313406094098","1492.4738050236626","83.505597943147",true,project 15491,budget 499
travel permit 67539,"0.0","0.0","0.0",false,UNKNOWN,budget 3751
travel permit 83910,"1881.1080516896234","1021.2806298856892","647.4019590761914",true,project 74304,budget 2233
travel permit 2481,"1376.2603908740016","1242.107922233008",-1.9410966817188182,false,project 2483,budget 565
travel permit 38869,"1099.1406059874244","804.5320382784224","88.99923935120842",true,UNKNOWN,budget 1910
travel permit 12035,"2492.103139924002","1631.9262803384017",-422.63737460699485,false,project 12037,budget 1755
travel permit 41371,"3803.8387642234543","6179.44908248675",-1021.3266872227882,false,project 441,budget 440
travel permit 55376,"8.912954709514972","185.2492532732267",-136.9353950825482,false,UNKNOWN,budget 12141
travel permit 16028,"0.0","2309.257941441971",-2829.4388822666165,false,project 11777,budget 922
travel permit 26115,"1226.6020762676296","1769.8364396367929","204.63595024162976",true,project 6277,budget 3825
travel permit 31740,"156.13193163572208","562.3684068287448",-144.67270729548562,false,UNKNOWN,budget 2945
travel permit 48358,"0.0","411.08151238571065",-487.1252893111244,false,UNKNOWN,budget 761
travel permit 51598,"511.8147015892203","1169.0878013632514",-263.6621190005075,false,project 22662,budget 1469
travel permit 81730,"0.0","136.95092643842887",-248.05830052345829,false,project 74087,budget 3136
travel permit 2988,"630.626445212688","412.23949709756744",-129.77521702126057,false,project 981,budget 980
travel permit 52717,"639.4930050363452","2223.5134542616897",-1433.1142970009432,false,UNKNOWN,budget 761
travel permit 22687,"483.0088405004052","695.9781563406415","0.12539631352922243",true,project 22689,budget 6198
travel permit 83830,"183.07044455305362","217.39413919380382",-44.953240833312094,false,project 4212,budget 974
travel permit 17422,"134.35921186915482","527.2762340365675",-95.9708656208249,false,project 6722,budget 635
travel permit 37354,"46.897485586292554","96.67483851563875",-92.67836437291146,false,project 23598,budget 722
travel permit 78650,"0.0","1787.6401252500477",-1862.2917481687734,false,UNKNOWN,budget 2351
travel permit 23308,"477.69589881054935","545.9648727995327",-73.91599358038525,false,project 3418,budget 456
travel permit 60921,"0.0","1978.2902205755045",-2770.9041269942586,false,UNKNOWN,budget 6626
travel permit 85185,"431.5273545781119","1477.9447026363327",-497.59852848480836,false,project 2910,budget 899
travel permit 52367,"187.88143043210223","177.31877442545075",-90.46142946730848,false,project 52369,budget 3559
travel permit 28232,"964.037504939511","2089.7248372477634",-163.38557713585203,false,UNKNOWN,budget 980
travel permit 81638,"1711.6310022534965","780.8650004684417","939.8941953522997",true,project 27037,budget 698
travel permit 12687,"297.42101987639506","327.736661020821",-30.31564114442591,false,UNKNOWN,budget 2453
travel permit 41801,"286.0523812448438","1866.2886957863338",-1497.3165791344818,false,UNKNOWN,budget 3712
travel permit 47812,"137.73795724251062","103.20176396740082","0.0",false,project 47814,budget 659
travel permit 81805,"3449.3428505810925","4898.448734169939","435.10974334263756",true,UNKNOWN,budget 922
travel permit 84695,"84.22735713680119","129.3383586918536","7.657032466981917",true,project 3318,budget 635
travel permit 11407,"0.0","909.6442870847263",-650.0241453043866,false,project 1623,budget 1622
travel permit 64803,"64.18053580586874","116.69188328339773",-52.511347477528986,false,UNKNOWN,budget 2453
travel permit 54841,"810.9798376066647","1589.0780886996868",-211.64437900828364,false,project 11292,budget 980
travel permit 61799,"22.80350060818102","431.0005290667002",-333.5011963946474,false,UNKNOWN,budget 6671
travel permit 12661,"0.0","18.83788833243922",-21.237761124262065,false,UNKNOWN,budget 456
travel permit 73894,"2518.9373117547143","827.1223612016211","1624.4652777923707",true,UNKNOWN,budget 73896
travel permit 32160,"358.72081710853763","548.4479837595665",-162.00294966192018,false,project 16779,budget 1136
travel permit 14003,"0.0","764.3508219193459",-772.2566493473083,false,project 14005,budget 980
travel permit 72321,"1214.3727435032465","272.6639841301873","941.7087593730591",true,project 1400,budget 1399
travel permit 15655,"1280.1307305400123","2661.7303463661256","269.0577533693138",true,project 2309,budget 2308
travel permit 48686,"1193.5403494617906","1089.402280627768","311.6139828644084",true,project 4355,budget 499
travel permit 44375,"846.2307716050599","1035.5203452083254",-270.9055605468344,false,UNKNOWN,budget 10229
travel permit 85399,"1526.369268484842","1709.6471302185362","104.94604640543503",true,project 2777,budget 1399
travel permit 77537,"779.6304574621772","1751.8295386946893",-892.8441212520643,false,project 15952,budget 635
travel permit 77419,"157.12415837724103","470.43161190790727",-332.95261745664675,false,UNKNOWN,budget 2351
travel permit 52981,"344.9682161193823","1440.4545334821248",-1545.2685845347673,false,project 52983,budget 1969
travel permit 30533,"0.0","262.00590866277423",-218.86715568266,false,UNKNOWN,budget 5664
travel permit 31385,"108.53937668945825","530.9635569097154",-364.95454846589655,false,project 2872,budget 2233
travel permit 4060,"677.7839113932546","1645.8389598802985",-170.09819485311857,false,project 4062,budget 1114
travel permit 20114,"994.8996065692369","1496.74191992109",-871.9123903223202,false,project 20116,budget 1969
travel permit 64441,"2402.4404036249953","1024.7787225668142",-3.609074216762565,false,project 13179,budget 5223
travel permit 9438,"1161.9055761585134","823.8287485278676",-56.561410060521666,false,UNKNOWN,budget 456
travel permit 9299,"537.9344285023756","816.4146499056106",-132.95884967519032,false,project 9301,budget 1313
travel permit 1239,"516.9383564807229","198.45345581305784","182.9988497102301",true,UNKNOWN,budget 994
travel permit 20314,"0.0","280.9467932771097",-471.23162571381323,false,UNKNOWN,budget 4489
travel permit 33770,"1056.8858740596268","893.7878428487306","43.047317904113925",true,project 3961,budget 3960
travel permit 82630,"1041.3743617664027","2087.3094696481317",-32.85889976447379,false,UNKNOWN,budget 922
travel permit 57295,"53.171569920888814","38.927101981204174",-0.9012130495065946,false,project 10068,budget 994
travel permit 60039,"1030.261098574346","546.5422806994259","288.1238665504528",true,UNKNOWN,budget 1812
travel permit 48363,"97.6557472536128","400.3082003611762",-118.31369378803087,false,project 18238,budget 3832
travel permit 59119,"574.0565582835278","509.07400097099196",-117.57784928698766,false,UNKNOWN,budget 5382
travel permit 81943,"788.2319511343757","898.2304199427656",-26.244232586563612,false,project 15952,budget 635
travel permit 56588,"1569.1955757367107","609.606619718187","539.2118022230939",true,project 2977,budget 2976
travel permit 3581,"168.27245647828764","424.77084552777234",-210.52268364599618,false,project 3583,budget 2233
travel permit 20439,"183.78890191376567","925.8463914621052",-431.99865604472757,false,UNKNOWN,budget 1865
travel permit 75611,"271.36845309522005","244.6764741022476","26.69197899297245",true,project 3442,budget 2351
travel permit 37661,"1568.4167667117772","834.9164957530675","617.0820065751254",true,UNKNOWN,budget 3960
travel permit 60247,"1279.3246351604216","1358.0153234185689","439.3319001188754",true,project 723,budget 722
travel permit 6425,"2760.0121573189726","2025.3079452604586","124.45678162976765",true,project 1115,budget 1114
travel permit 7210,"23.635064500260533","66.94922129514545",-3.847568639577297,false,project 7212,budget 722
travel permit 24971,"0.0","956.3954185952166",-1244.56781629768,false,UNKNOWN,budget 1114
travel permit 19358,"1907.775911243771","2706.9412895126825",-342.8108570486236,false,project 2777,budget 1399
travel permit 69399,"69.72614605859087","129.34163070178369","13.110899258880337",true,UNKNOWN,budget 5650
travel permit 43721,"432.2961453767338","304.1795587171369","176.32615358530603",true,project 9855,budget 722
travel permit 55153,"657.5093316646943","659.5618139916102",-52.543942271260676,false,project 5095,budget 899
travel permit 85476,"0.0","1267.3366921670663",-848.00280466812,false,UNKNOWN,budget 2945
